order_item_id,order_id,product_id,category,quantity,unit_price
ITEM_0001044,ORD_000677,PROD_ELE_390,Electronics,1,265.38
ITEM_0001045,ORD_000678,PROD_ELE_811,Electronics,1,73.0
ITEM_0001046,ORD_000678,PROD_APP_340,Apparel,2,41.11
ITEM_0001047,ORD_000679,PROD_BOO_688,Books,2,19.13
ITEM_0001048,ORD_000680,PROD_HOM_628,Home,1,84.21
ITEM_0001049,ORD_000680,PROD_ELE_909,Electronics,1,154.57
ITEM_0001050,ORD_000681,PROD_ELE_271,Electronics,1,235.04
ITEM_0001051,ORD_000682,PROD_HOM_286,Home,2,71.11
ITEM_0001052,ORD_000683,PROD_BOO_205,Books,1,11.62
ITEM_0001053,ORD_000683,PROD_ELE_800,Electronics,1,158.04
ITEM_0001054,ORD_000683,PROD_BOO_879,Books,1,29.77
ITEM_0001055,ORD_000684,PROD_APP_689,Apparel,1,76.49
ITEM_0001056,ORD_000685,PROD_HOM_204,Home,1,148.89
ITEM_0001057,ORD_000685,PROD_BOO_208,Books,1,16.61
ITEM_0001058,ORD_000686,PROD_HOM_495,Home,2,92.63
ITEM_0001059,ORD_000687,PROD_BOO_953,Books,1,20.8
ITEM_0001060,ORD_000688,PROD_BEA_558,Beauty,2,12.29
ITEM_0001061,ORD_000689,PROD_ELE_390,Electronics,2,325.28
ITEM_0001062,ORD_000689,PROD_ELE_894,Electronics,1,204.39
ITEM_0001063,ORD_000690,PROD_BOO_636,Books,1,9.32
ITEM_0001064,ORD_000691,PROD_HOM_232,Home,1,86.85
ITEM_0001065,ORD_000692,PROD_HOM_405,Home,2,37.97
ITEM_0001066,ORD_000693,PROD_BOO_221,Books,2,25.87
ITEM_0001067,ORD_000694,PROD_BOO_308,Books,1,17.37
ITEM_0001068,ORD_000695,PROD_HOM_971,Home,1,100.2
ITEM_0001069,ORD_000696,PROD_APP_611,Apparel,2,59.87
ITEM_0001070,ORD_000696,PROD_APP_533,Apparel,1,56.43
ITEM_0001071,ORD_000697,PROD_ELE_854,Electronics,1,341.08
ITEM_0001072,ORD_000697,PROD_APP_304,Apparel,1,72.11
ITEM_0001073,ORD_000698,PROD_ELE_486,Electronics,1,358.77
ITEM_0001074,ORD_000698,PROD_BOO_350,Books,1,18.77
ITEM_0001075,ORD_000699,PROD_APP_488,Apparel,1,52.13
ITEM_0001076,ORD_000700,PROD_APP_678,Apparel,1,77.83
ITEM_0001077,ORD_000700,PROD_ELE_433,Electronics,1,95.87
ITEM_0001078,ORD_000701,PROD_BEA_275,Beauty,2,46.64
ITEM_0001079,ORD_000702,PROD_HOM_341,Home,1,38.7
ITEM_0001080,ORD_000703,PROD_APP_120,Apparel,1,31.97
ITEM_0001081,ORD_000704,PROD_ELE_284,Electronics,2,257.3
ITEM_0001082,ORD_000704,PROD_BOO_549,Books,1,20.56
ITEM_0001083,ORD_000705,PROD_BOO_579,Books,1,28.03
ITEM_0001084,ORD_000706,PROD_HOM_241,Home,1,92.58
ITEM_0001085,ORD_000706,PROD_BOO_348,Books,1,8.62
ITEM_0001086,ORD_000707,PROD_BOO_984,Books,1,15.68
ITEM_0001087,ORD_000708,PROD_HOM_289,Home,1,89.55
ITEM_0001088,ORD_000708,PROD_ELE_917,Electronics,1,310.22
ITEM_0001089,ORD_000709,PROD_BOO_988,Books,1,25.14
ITEM_0001090,ORD_000710,PROD_BEA_195,Beauty,1,15.76
ITEM_0001091,ORD_000710,PROD_BEA_149,Beauty,1,46.59
ITEM_0001092,ORD_000711,PROD_BEA_519,Beauty,1,43.01
ITEM_0001093,ORD_000711,PROD_ELE_217,Electronics,1,308.57
ITEM_0001094,ORD_000711,PROD_ELE_218,Electronics,1,184.97
ITEM_0001095,ORD_000712,PROD_HOM_313,Home,1,105.84
ITEM_0001096,ORD_000713,PROD_HOM_237,Home,1,57.27
ITEM_0001097,ORD_000714,PROD_BOO_608,Books,1,25.08
ITEM_0001098,ORD_000715,PROD_HOM_728,Home,1,50.0
ITEM_0001099,ORD_000716,PROD_BEA_836,Beauty,1,14.27
ITEM_0001100,ORD_000716,PROD_BEA_982,Beauty,1,30.62
ITEM_0001101,ORD_000717,PROD_ELE_450,Electronics,1,383.05
ITEM_0001102,ORD_000717,PROD_APP_947,Apparel,2,56.06
ITEM_0001103,ORD_000717,PROD_ELE_327,Electronics,1,351.92
ITEM_0001104,ORD_000718,PROD_APP_352,Apparel,1,69.7
ITEM_0001105,ORD_000719,PROD_ELE_668,Electronics,1,82.66
ITEM_0001106,ORD_000720,PROD_BEA_667,Beauty,1,32.47
ITEM_0001107,ORD_000721,PROD_BEA_204,Beauty,1,33.1
ITEM_0001108,ORD_000722,PROD_HOM_643,Home,2,83.96
ITEM_0001109,ORD_000722,PROD_APP_920,Apparel,1,22.42
ITEM_0001110,ORD_000722,PROD_APP_125,Apparel,1,43.28
ITEM_0001111,ORD_000723,PROD_BEA_536,Beauty,1,39.81
ITEM_0001112,ORD_000723,PROD_BEA_130,Beauty,1,38.06
ITEM_0001113,ORD_000724,PROD_APP_950,Apparel,1,70.49
ITEM_0001114,ORD_000725,PROD_BOO_169,Books,1,20.38
ITEM_0001115,ORD_000725,PROD_HOM_687,Home,1,52.41
ITEM_0001116,ORD_000726,PROD_ELE_361,Electronics,1,220.66
ITEM_0001117,ORD_000726,PROD_BOO_404,Books,1,21.15
ITEM_0001118,ORD_000727,PROD_BOO_604,Books,1,22.26
ITEM_0001119,ORD_000727,PROD_APP_574,Apparel,1,59.54
ITEM_0001120,ORD_000728,PROD_ELE_520,Electronics,2,383.96
ITEM_0001121,ORD_000728,PROD_APP_321,Apparel,1,76.92
ITEM_0001122,ORD_000729,PROD_APP_880,Apparel,1,26.9
ITEM_0001123,ORD_000730,PROD_BOO_571,Books,1,19.89
ITEM_0001124,ORD_000731,PROD_ELE_745,Electronics,1,266.0
ITEM_0001125,ORD_000732,PROD_ELE_848,Electronics,1,221.31
ITEM_0001126,ORD_000732,PROD_BOO_396,Books,2,19.18
ITEM_0001127,ORD_000732,PROD_ELE_659,Electronics,2,361.9
ITEM_0001128,ORD_000732,PROD_HOM_647,Home,1,118.52
ITEM_0001129,ORD_000733,PROD_ELE_948,Electronics,1,343.16
ITEM_0001130,ORD_000734,PROD_ELE_882,Electronics,1,70.25
ITEM_0001131,ORD_000735,PROD_ELE_702,Electronics,1,296.82
ITEM_0001132,ORD_000736,PROD_BEA_286,Beauty,1,12.26
ITEM_0001133,ORD_000737,PROD_BOO_485,Books,1,13.47
ITEM_0001134,ORD_000737,PROD_HOM_726,Home,1,54.53
ITEM_0001135,ORD_000738,PROD_APP_674,Apparel,1,40.09
ITEM_0001136,ORD_000739,PROD_HOM_504,Home,1,148.78
ITEM_0001137,ORD_000740,PROD_BEA_122,Beauty,1,13.17
ITEM_0001138,ORD_000741,PROD_ELE_449,Electronics,1,129.51
ITEM_0001139,ORD_000741,PROD_HOM_428,Home,1,32.27
ITEM_0001140,ORD_000742,PROD_BEA_511,Beauty,1,33.5
ITEM_0001141,ORD_000742,PROD_BEA_865,Beauty,1,35.79
ITEM_0001142,ORD_000743,PROD_BOO_745,Books,1,19.9
ITEM_0001143,ORD_000744,PROD_BOO_779,Books,1,25.7
ITEM_0001144,ORD_000745,PROD_HOM_618,Home,1,60.61
ITEM_0001145,ORD_000746,PROD_HOM_421,Home,1,26.41
ITEM_0001146,ORD_000747,PROD_BEA_469,Beauty,1,56.44
ITEM_0001147,ORD_000748,PROD_BOO_366,Books,1,21.19
ITEM_0001148,ORD_000749,PROD_BOO_408,Books,1,14.57
ITEM_0001149,ORD_000750,PROD_BEA_484,Beauty,1,23.7
ITEM_0001150,ORD_000751,PROD_HOM_886,Home,1,48.7
ITEM_0001151,ORD_000752,PROD_APP_348,Apparel,2,39.02
ITEM_0001152,ORD_000753,PROD_APP_976,Apparel,1,26.37
ITEM_0001153,ORD_000753,PROD_HOM_285,Home,2,123.76
ITEM_0001154,ORD_000754,PROD_HOM_646,Home,1,103.12
ITEM_0001155,ORD_000755,PROD_HOM_556,Home,1,113.38
ITEM_0001156,ORD_000755,PROD_HOM_973,Home,1,125.56
ITEM_0001157,ORD_000755,PROD_ELE_250,Electronics,1,371.03
ITEM_0001158,ORD_000756,PROD_HOM_333,Home,1,110.54
ITEM_0001159,ORD_000756,PROD_BEA_987,Beauty,1,12.4
ITEM_0001160,ORD_000756,PROD_BOO_458,Books,3,21.98
ITEM_0001161,ORD_000757,PROD_HOM_230,Home,1,92.47
ITEM_0001162,ORD_000758,PROD_APP_257,Apparel,2,79.01
ITEM_0001163,ORD_000759,PROD_BEA_798,Beauty,2,46.67
ITEM_0001164,ORD_000759,PROD_ELE_561,Electronics,1,318.48
ITEM_0001165,ORD_000760,PROD_APP_601,Apparel,1,27.46
ITEM_0001166,ORD_000761,PROD_ELE_586,Electronics,1,44.54
ITEM_0001167,ORD_000761,PROD_BOO_162,Books,1,9.48
ITEM_0001168,ORD_000762,PROD_APP_412,Apparel,1,70.76
ITEM_0001169,ORD_000763,PROD_BEA_154,Beauty,1,20.51
ITEM_0001170,ORD_000764,PROD_BOO_322,Books,1,25.25
ITEM_0001171,ORD_000765,PROD_BOO_640,Books,1,11.41
ITEM_0001172,ORD_000766,PROD_BEA_827,Beauty,1,23.39
ITEM_0001173,ORD_000767,PROD_BOO_560,Books,1,13.18
ITEM_0001174,ORD_000767,PROD_BOO_911,Books,1,29.47
ITEM_0001175,ORD_000768,PROD_ELE_115,Electronics,1,103.26
ITEM_0001176,ORD_000769,PROD_BEA_915,Beauty,1,13.09
ITEM_0001177,ORD_000770,PROD_HOM_765,Home,1,142.64
ITEM_0001178,ORD_000771,PROD_ELE_568,Electronics,1,185.54
ITEM_0001179,ORD_000771,PROD_APP_103,Apparel,1,68.01
ITEM_0001180,ORD_000772,PROD_BEA_954,Beauty,1,10.98
ITEM_0001181,ORD_000773,PROD_BEA_654,Beauty,1,29.94
ITEM_0001182,ORD_000774,PROD_BOO_580,Books,1,21.53
ITEM_0001183,ORD_000775,PROD_BOO_750,Books,1,18.39
ITEM_0001184,ORD_000776,PROD_BEA_818,Beauty,1,27.93
ITEM_0001185,ORD_000777,PROD_APP_489,Apparel,1,78.56
ITEM_0001186,ORD_000778,PROD_BOO_477,Books,2,28.7
ITEM_0001187,ORD_000778,PROD_BEA_469,Beauty,1,25.72
ITEM_0001188,ORD_000778,PROD_ELE_571,Electronics,1,144.68
ITEM_0001189,ORD_000779,PROD_BEA_442,Beauty,1,13.72
ITEM_0001190,ORD_000780,PROD_HOM_372,Home,2,33.68
ITEM_0001191,ORD_000780,PROD_BOO_454,Books,1,16.2
ITEM_0001192,ORD_000780,PROD_ELE_426,Electronics,1,222.09
ITEM_0001193,ORD_000781,PROD_APP_615,Apparel,1,51.4
ITEM_0001194,ORD_000782,PROD_ELE_159,Electronics,1,227.26
ITEM_0001195,ORD_000782,PROD_BOO_287,Books,1,13.76
ITEM_0001196,ORD_000783,PROD_ELE_498,Electronics,2,235.21
ITEM_0001197,ORD_000783,PROD_HOM_106,Home,1,27.66
ITEM_0001198,ORD_000783,PROD_HOM_675,Home,1,117.9
ITEM_0001199,ORD_000783,PROD_ELE_193,Electronics,1,173.85
ITEM_0001200,ORD_000784,PROD_ELE_422,Electronics,1,69.11
ITEM_0001201,ORD_000784,PROD_ELE_861,Electronics,1,380.92
ITEM_0001202,ORD_000785,PROD_APP_304,Apparel,1,45.05
ITEM_0001203,ORD_000785,PROD_BEA_707,Beauty,1,10.74
ITEM_0001204,ORD_000786,PROD_ELE_998,Electronics,1,322.67
ITEM_0001205,ORD_000786,PROD_BOO_828,Books,1,14.45
ITEM_0001206,ORD_000787,PROD_APP_585,Apparel,1,35.21
ITEM_0001207,ORD_000788,PROD_ELE_136,Electronics,1,56.35
ITEM_0001208,ORD_000788,PROD_HOM_893,Home,1,99.4
ITEM_0001209,ORD_000789,PROD_BOO_545,Books,1,17.44
ITEM_0001210,ORD_000790,PROD_APP_653,Apparel,1,36.71
ITEM_0001211,ORD_000791,PROD_ELE_143,Electronics,1,291.94
ITEM_0001212,ORD_000791,PROD_ELE_782,Electronics,3,76.62
ITEM_0001213,ORD_000792,PROD_BOO_497,Books,1,29.7
ITEM_0001214,ORD_000793,PROD_ELE_782,Electronics,1,197.59
ITEM_0001215,ORD_000794,PROD_ELE_110,Electronics,1,190.37
ITEM_0001216,ORD_000795,PROD_ELE_445,Electronics,1,299.01
ITEM_0001217,ORD_000796,PROD_HOM_825,Home,1,107.63
ITEM_0001218,ORD_000797,PROD_ELE_999,Electronics,1,56.42
ITEM_0001219,ORD_000798,PROD_ELE_655,Electronics,1,260.84
ITEM_0001220,ORD_000799,PROD_BOO_113,Books,1,16.75
ITEM_0001221,ORD_000800,PROD_ELE_175,Electronics,1,298.17
ITEM_0001222,ORD_000800,PROD_BEA_369,Beauty,1,44.77
ITEM_0001223,ORD_000801,PROD_APP_778,Apparel,1,70.14
ITEM_0001224,ORD_000802,PROD_APP_121,Apparel,1,46.9
ITEM_0001225,ORD_000802,PROD_BEA_876,Beauty,1,17.86
ITEM_0001226,ORD_000802,PROD_HOM_108,Home,1,102.27
ITEM_0001227,ORD_000802,PROD_ELE_174,Electronics,1,394.73
ITEM_0001228,ORD_000803,PROD_ELE_685,Electronics,1,362.21
ITEM_0001229,ORD_000804,PROD_ELE_752,Electronics,1,234.76
ITEM_0001230,ORD_000805,PROD_APP_219,Apparel,1,40.52
ITEM_0001231,ORD_000806,PROD_BOO_854,Books,1,17.32
ITEM_0001232,ORD_000807,PROD_APP_331,Apparel,1,50.8
ITEM_0001233,ORD_000807,PROD_APP_293,Apparel,1,77.23
ITEM_0001234,ORD_000808,PROD_HOM_637,Home,1,87.89
ITEM_0001235,ORD_000809,PROD_BEA_271,Beauty,1,14.71
ITEM_0001236,ORD_000809,PROD_BOO_629,Books,1,9.11
ITEM_0001237,ORD_000810,PROD_HOM_987,Home,1,32.48
ITEM_0001238,ORD_000811,PROD_APP_848,Apparel,1,63.7
ITEM_0001239,ORD_000812,PROD_HOM_691,Home,1,45.52
ITEM_0001240,ORD_000813,PROD_ELE_749,Electronics,1,58.25
ITEM_0001241,ORD_000814,PROD_HOM_148,Home,1,71.46
ITEM_0001242,ORD_000815,PROD_APP_696,Apparel,1,49.51
ITEM_0001243,ORD_000815,PROD_ELE_904,Electronics,1,129.26
ITEM_0001244,ORD_000816,PROD_BOO_496,Books,1,11.32
ITEM_0001245,ORD_000817,PROD_ELE_613,Electronics,1,186.11
ITEM_0001246,ORD_000818,PROD_BEA_571,Beauty,2,53.85
ITEM_0001247,ORD_000818,PROD_ELE_492,Electronics,1,181.84
ITEM_0001248,ORD_000818,PROD_APP_186,Apparel,1,67.27
ITEM_0001249,ORD_000818,PROD_HOM_470,Home,1,95.56
ITEM_0001250,ORD_000819,PROD_ELE_551,Electronics,2,180.95
ITEM_0001251,ORD_000820,PROD_APP_948,Apparel,1,76.15
ITEM_0001252,ORD_000820,PROD_BOO_812,Books,1,22.82
ITEM_0001253,ORD_000821,PROD_ELE_646,Electronics,1,381.69
ITEM_0001254,ORD_000821,PROD_BOO_803,Books,1,24.28
ITEM_0001255,ORD_000821,PROD_BEA_251,Beauty,1,46.22
ITEM_0001256,ORD_000822,PROD_BOO_799,Books,1,12.85
ITEM_0001257,ORD_000822,PROD_BOO_446,Books,1,27.52
ITEM_0001258,ORD_000823,PROD_HOM_968,Home,1,84.94
ITEM_0001259,ORD_000823,PROD_ELE_482,Electronics,3,136.15
ITEM_0001260,ORD_000824,PROD_BOO_791,Books,1,15.28
ITEM_0001261,ORD_000825,PROD_BOO_895,Books,1,29.17
ITEM_0001262,ORD_000826,PROD_HOM_689,Home,1,59.27
ITEM_0001263,ORD_000827,PROD_ELE_564,Electronics,2,139.43
ITEM_0001264,ORD_000827,PROD_APP_476,Apparel,1,53.25
ITEM_0001265,ORD_000827,PROD_ELE_372,Electronics,1,84.11
ITEM_0001266,ORD_000828,PROD_HOM_766,Home,1,45.4
ITEM_0001267,ORD_000828,PROD_APP_525,Apparel,1,34.56
ITEM_0001268,ORD_000829,PROD_APP_245,Apparel,2,20.16
ITEM_0001269,ORD_000829,PROD_BOO_557,Books,1,28.52
ITEM_0001270,ORD_000830,PROD_APP_543,Apparel,2,47.86
ITEM_0001271,ORD_000830,PROD_BEA_365,Beauty,1,44.01
ITEM_0001272,ORD_000831,PROD_BEA_509,Beauty,1,30.34
ITEM_0001273,ORD_000832,PROD_ELE_881,Electronics,1,168.56
ITEM_0001274,ORD_000833,PROD_HOM_433,Home,1,105.58
ITEM_0001275,ORD_000834,PROD_ELE_606,Electronics,3,367.04
ITEM_0001276,ORD_000835,PROD_APP_630,Apparel,1,26.44
ITEM_0001277,ORD_000836,PROD_BEA_902,Beauty,1,16.39
ITEM_0001278,ORD_000837,PROD_APP_340,Apparel,1,24.8
ITEM_0001279,ORD_000837,PROD_BEA_332,Beauty,1,19.51
ITEM_0001280,ORD_000838,PROD_ELE_664,Electronics,3,56.4
ITEM_0001281,ORD_000839,PROD_BOO_926,Books,1,26.78
ITEM_0001282,ORD_000840,PROD_BEA_824,Beauty,1,36.71
ITEM_0001283,ORD_000840,PROD_HOM_898,Home,1,46.04
ITEM_0001284,ORD_000841,PROD_APP_807,Apparel,3,24.21
ITEM_0001285,ORD_000842,PROD_BOO_399,Books,1,11.39
ITEM_0001286,ORD_000843,PROD_APP_834,Apparel,1,79.4
ITEM_0001287,ORD_000843,PROD_APP_282,Apparel,1,37.99
ITEM_0001288,ORD_000844,PROD_ELE_947,Electronics,1,214.8
ITEM_0001289,ORD_000845,PROD_ELE_768,Electronics,1,93.46
ITEM_0001290,ORD_000845,PROD_ELE_325,Electronics,1,102.83
ITEM_0001291,ORD_000845,PROD_ELE_620,Electronics,1,279.03
ITEM_0001292,ORD_000846,PROD_ELE_421,Electronics,1,324.67
ITEM_0001293,ORD_000847,PROD_ELE_690,Electronics,1,253.27
ITEM_0001294,ORD_000847,PROD_APP_705,Apparel,1,50.56
ITEM_0001295,ORD_000847,PROD_HOM_924,Home,1,82.03
ITEM_0001296,ORD_000848,PROD_BEA_515,Beauty,1,57.74
ITEM_0001297,ORD_000849,PROD_BEA_336,Beauty,1,40.1
ITEM_0001298,ORD_000850,PROD_ELE_571,Electronics,2,290.36
ITEM_0001299,ORD_000850,PROD_BOO_647,Books,1,22.27
ITEM_0001300,ORD_000851,PROD_APP_746,Apparel,1,73.51
ITEM_0001301,ORD_000851,PROD_HOM_307,Home,1,31.92
ITEM_0001302,ORD_000852,PROD_BOO_788,Books,1,20.72
ITEM_0001303,ORD_000853,PROD_ELE_243,Electronics,1,242.05
ITEM_0001304,ORD_000853,PROD_BEA_413,Beauty,1,43.27
ITEM_0001305,ORD_000854,PROD_BOO_560,Books,2,27.47
ITEM_0001306,ORD_000855,PROD_BEA_551,Beauty,1,54.14
ITEM_0001307,ORD_000856,PROD_BEA_328,Beauty,1,12.48
ITEM_0001308,ORD_000857,PROD_HOM_458,Home,1,88.77
ITEM_0001309,ORD_000858,PROD_HOM_438,Home,1,133.71
ITEM_0001310,ORD_000859,PROD_HOM_904,Home,1,136.57
ITEM_0001311,ORD_000860,PROD_BOO_275,Books,1,9.05
ITEM_0001312,ORD_000861,PROD_BOO_556,Books,1,23.21
ITEM_0001313,ORD_000862,PROD_BOO_543,Books,1,16.39
ITEM_0001314,ORD_000863,PROD_ELE_244,Electronics,2,354.87
ITEM_0001315,ORD_000864,PROD_BOO_724,Books,1,9.51
ITEM_0001316,ORD_000865,PROD_APP_134,Apparel,2,27.67
ITEM_0001317,ORD_000865,PROD_BEA_399,Beauty,1,30.33
ITEM_0001318,ORD_000865,PROD_ELE_119,Electronics,1,278.78
ITEM_0001319,ORD_000866,PROD_BOO_151,Books,1,25.7
ITEM_0001320,ORD_000867,PROD_ELE_576,Electronics,1,397.68
ITEM_0001321,ORD_000867,PROD_HOM_312,Home,1,27.6
ITEM_0001322,ORD_000867,PROD_APP_649,Apparel,1,69.26
ITEM_0001323,ORD_000868,PROD_APP_109,Apparel,1,23.74
ITEM_0001324,ORD_000868,PROD_BEA_687,Beauty,3,20.78
ITEM_0001325,ORD_000869,PROD_ELE_277,Electronics,1,173.27
ITEM_0001326,ORD_000870,PROD_BOO_669,Books,1,25.95
ITEM_0001327,ORD_000871,PROD_APP_147,Apparel,1,34.24
ITEM_0001328,ORD_000871,PROD_ELE_918,Electronics,1,306.9
ITEM_0001329,ORD_000871,PROD_ELE_193,Electronics,1,98.7
ITEM_0001330,ORD_000872,PROD_ELE_549,Electronics,1,300.0
ITEM_0001331,ORD_000872,PROD_HOM_776,Home,2,80.13
ITEM_0001332,ORD_000872,PROD_ELE_951,Electronics,2,271.19
ITEM_0001333,ORD_000873,PROD_APP_447,Apparel,1,75.52
ITEM_0001334,ORD_000873,PROD_APP_259,Apparel,1,17.61
ITEM_0001335,ORD_000874,PROD_APP_186,Apparel,1,18.06
ITEM_0001336,ORD_000875,PROD_HOM_804,Home,1,124.95
ITEM_0001337,ORD_000876,PROD_ELE_605,Electronics,1,103.18
ITEM_0001338,ORD_000876,PROD_BEA_497,Beauty,1,22.49
ITEM_0001339,ORD_000877,PROD_HOM_253,Home,1,68.84
ITEM_0001340,ORD_000878,PROD_BOO_761,Books,1,29.08
ITEM_0001341,ORD_000878,PROD_APP_857,Apparel,1,60.0
ITEM_0001342,ORD_000879,PROD_HOM_553,Home,2,128.36
ITEM_0001343,ORD_000880,PROD_BEA_608,Beauty,1,45.1
ITEM_0001344,ORD_000881,PROD_BOO_858,Books,1,13.13
ITEM_0001345,ORD_000882,PROD_APP_467,Apparel,1,16.14
ITEM_0001346,ORD_000882,PROD_ELE_508,Electronics,1,70.14
ITEM_0001347,ORD_000883,PROD_BOO_842,Books,2,11.32
ITEM_0001348,ORD_000883,PROD_HOM_219,Home,1,140.13
ITEM_0001349,ORD_000884,PROD_APP_143,Apparel,1,19.94
ITEM_0001350,ORD_000885,PROD_BOO_447,Books,1,12.5
ITEM_0001351,ORD_000886,PROD_BOO_778,Books,2,10.48
ITEM_0001352,ORD_000886,PROD_HOM_651,Home,1,76.61
ITEM_0001353,ORD_000887,PROD_ELE_206,Electronics,1,79.5
ITEM_0001354,ORD_000888,PROD_HOM_633,Home,1,115.78
ITEM_0001355,ORD_000889,PROD_BEA_866,Beauty,1,47.27
ITEM_0001356,ORD_000889,PROD_BOO_545,Books,1,12.79
ITEM_0001357,ORD_000889,PROD_APP_214,Apparel,1,61.47
ITEM_0001358,ORD_000890,PROD_ELE_582,Electronics,2,200.74
ITEM_0001359,ORD_000890,PROD_BEA_702,Beauty,1,58.84
ITEM_0001360,ORD_000890,PROD_HOM_689,Home,1,32.55
ITEM_0001361,ORD_000891,PROD_ELE_324,Electronics,2,192.01
ITEM_0001362,ORD_000892,PROD_ELE_456,Electronics,2,309.28
ITEM_0001363,ORD_000893,PROD_ELE_103,Electronics,1,56.71
ITEM_0001364,ORD_000894,PROD_BEA_874,Beauty,1,22.2
ITEM_0001365,ORD_000895,PROD_BOO_724,Books,2,22.81
ITEM_0001366,ORD_000896,PROD_BEA_864,Beauty,1,26.81
ITEM_0001367,ORD_000896,PROD_ELE_746,Electronics,2,368.7
ITEM_0001368,ORD_000897,PROD_BEA_207,Beauty,1,37.61
ITEM_0001369,ORD_000898,PROD_ELE_641,Electronics,1,294.97
ITEM_0001370,ORD_000898,PROD_ELE_515,Electronics,2,213.62
ITEM_0001371,ORD_000899,PROD_HOM_945,Home,1,20.82
ITEM_0001372,ORD_000900,PROD_APP_654,Apparel,1,37.75
ITEM_0001373,ORD_000900,PROD_BEA_282,Beauty,1,10.83
ITEM_0001374,ORD_000900,PROD_APP_818,Apparel,1,38.96
ITEM_0001375,ORD_000901,PROD_APP_726,Apparel,2,52.36
ITEM_0001376,ORD_000902,PROD_BOO_679,Books,2,11.58
ITEM_0001377,ORD_000902,PROD_HOM_328,Home,1,107.25
ITEM_0001378,ORD_000903,PROD_BEA_596,Beauty,1,10.19
ITEM_0001379,ORD_000904,PROD_BEA_361,Beauty,1,44.28
ITEM_0001380,ORD_000904,PROD_BOO_391,Books,1,9.66
ITEM_0001381,ORD_000905,PROD_BOO_646,Books,1,14.38
ITEM_0001382,ORD_000906,PROD_BOO_283,Books,1,26.34
ITEM_0001383,ORD_000907,PROD_BOO_686,Books,1,27.25
ITEM_0001384,ORD_000908,PROD_BEA_907,Beauty,1,10.64
ITEM_0001385,ORD_000908,PROD_ELE_317,Electronics,1,164.17
ITEM_0001386,ORD_000908,PROD_BEA_878,Beauty,1,15.09
ITEM_0001387,ORD_000909,PROD_BEA_838,Beauty,2,42.68
ITEM_0001388,ORD_000910,PROD_ELE_131,Electronics,1,310.04
ITEM_0001389,ORD_000910,PROD_BEA_481,Beauty,2,16.14
ITEM_0001390,ORD_000910,PROD_APP_377,Apparel,2,34.7
ITEM_0001391,ORD_000911,PROD_HOM_452,Home,1,76.7
ITEM_0001392,ORD_000912,PROD_APP_288,Apparel,2,26.75
ITEM_0001393,ORD_000913,PROD_APP_198,Apparel,1,68.16
ITEM_0001394,ORD_000914,PROD_ELE_240,Electronics,1,302.32
ITEM_0001395,ORD_000915,PROD_HOM_648,Home,1,115.1
ITEM_0001396,ORD_000916,PROD_HOM_667,Home,1,43.52
ITEM_0001397,ORD_000916,PROD_HOM_274,Home,1,65.02
ITEM_0001398,ORD_000917,PROD_BOO_435,Books,1,21.53
ITEM_0001399,ORD_000918,PROD_HOM_214,Home,1,129.73
ITEM_0001400,ORD_000918,PROD_ELE_464,Electronics,1,292.84
ITEM_0001401,ORD_000918,PROD_BOO_570,Books,1,14.37
ITEM_0001402,ORD_000919,PROD_BEA_622,Beauty,1,21.11
ITEM_0001403,ORD_000920,PROD_APP_109,Apparel,1,51.07
ITEM_0001404,ORD_000921,PROD_HOM_518,Home,1,105.92
ITEM_0001405,ORD_000922,PROD_BOO_151,Books,1,20.42
ITEM_0001406,ORD_000923,PROD_BEA_608,Beauty,1,33.96
ITEM_0001407,ORD_000924,PROD_ELE_724,Electronics,1,250.9
ITEM_0001408,ORD_000924,PROD_ELE_806,Electronics,1,57.36
ITEM_0001409,ORD_000924,PROD_BOO_667,Books,1,13.01
ITEM_0001410,ORD_000925,PROD_BOO_841,Books,1,16.16
ITEM_0001411,ORD_000926,PROD_BEA_436,Beauty,1,38.55
ITEM_0001412,ORD_000926,PROD_BOO_229,Books,2,24.32
ITEM_0001413,ORD_000927,PROD_BEA_114,Beauty,2,47.53
ITEM_0001414,ORD_000927,PROD_BOO_406,Books,2,13.78
ITEM_0001415,ORD_000927,PROD_HOM_930,Home,1,54.56
ITEM_0001416,ORD_000928,PROD_APP_635,Apparel,3,78.83
ITEM_0001417,ORD_000928,PROD_ELE_184,Electronics,1,118.35
ITEM_0001418,ORD_000929,PROD_BOO_216,Books,1,20.72
ITEM_0001419,ORD_000930,PROD_HOM_423,Home,1,131.99
ITEM_0001420,ORD_000931,PROD_HOM_191,Home,1,105.41
ITEM_0001421,ORD_000932,PROD_BEA_866,Beauty,1,51.81
ITEM_0001422,ORD_000933,PROD_BOO_160,Books,1,15.22
ITEM_0001423,ORD_000934,PROD_ELE_143,Electronics,1,61.96
ITEM_0001424,ORD_000935,PROD_HOM_813,Home,1,89.02
ITEM_0001425,ORD_000936,PROD_APP_806,Apparel,1,61.84
ITEM_0001426,ORD_000937,PROD_BEA_940,Beauty,1,39.24
ITEM_0001427,ORD_000937,PROD_BOO_290,Books,1,25.38
ITEM_0001428,ORD_000938,PROD_BOO_143,Books,1,26.44
ITEM_0001429,ORD_000938,PROD_APP_582,Apparel,1,44.7
ITEM_0001430,ORD_000938,PROD_APP_657,Apparel,1,79.79
